,LDA Model,Params,Time Elapsed,Coherence,Perplexity,Topics
220,GensimLDA,"{'chunksize': 1000, 'num_topics': 15, 'alpha': 'asymmetric', 'eta': 0.1, 'random_state': 100}",0 days 00:00:18.361561,0.420162713,-5.92203585,"[(0, '0.074*""today"" + 0.054*""age"" + 0.051*""passed"" + 0.050*""now"" + 0.043*""people"" + 0.043*""way"" + 0.042*""group"" + 0.037*""live"" + 0.034*""shortage"" + 0.028*""drive""'), (1, '0.154*""cases"" + 0.109*""total"" + 0.094*""new"" + 0.055*""deaths"" + 0.054*""india"" + 0.050*""death"" + 0.042*""reports"" + 0.039*""recoveries"" + 0.037*""hours"" + 0.036*""active""'), (2, '0.057*""appointment"" + 0.053*""says"" + 0.052*""cdc"" + 0.045*""mass"" + 0.045*""vax"" + 0.044*""outbreak"" + 0.037*""sites"" + 0.033*""hospital"" + 0.033*""russia"" + 0.032*""trump""'), (3, '0.104*""modi"" + 0.061*""tested"" + 0.060*""year"" + 0.059*""mrna"" + 0.048*""right"" + 0.042*""based"" + 0.041*""years"" + 0.038*""past"" + 0.027*""more"" + 0.027*""away""'), (4, '0.264*""near"" + 0.056*""you"" + 0.043*""fake"" + 0.037*""die"" + 0.037*""company"" + 0.036*""medicine"" + 0.035*""wait"" + 0.033*""usa"" + 0.031*""immunity"" + 0.028*""cure""'), (5, '0.153*""india"" + 0.061*""world"" + 0.052*""fight"" + 0.038*""oxygen"" + 0.035*""supply"" + 0.030*""mask"" + 0.029*""astrazeneca"" + 0.028*""latest"" + 0.028*""testing"" + 0.028*""start""'), (6, '0.094*""people"" + 0.070*""fully"" + 0.053*""getting"" + 0.048*""time"" + 0.034*""according"" + 0.030*""day"" + 0.029*""lack"" + 0.029*""government"" + 0.026*""data"" + 0.025*""infection""'), (7, '0.141*""people"" + 0.066*""situation"" + 0.061*""nation"" + 0.046*""johnson"" + 0.035*""dying"" + 0.030*""dead"" + 0.028*""tough"" + 0.027*""country"" + 0.027*""risk"" + 0.027*""county""'), (8, '0.089*""anti"" + 0.076*""doctor"" + 0.064*""centre"" + 0.056*""dies"" + 0.043*""kenyan"" + 0.043*""says"" + 0.041*""school"" + 0.040*""hospitals"" + 0.038*""stephen"" + 0.037*""karanja""'), (9, '0.133*""doses"" + 0.083*""state"" + 0.070*""million"" + 0.064*""administered"" + 0.035*""received"" + 0.028*""april"" + 0.025*""said"" + 0.025*""saturday"" + 0.025*""adults"" + 0.020*""book""'), (10, '0.065*""times"" + 0.061*""going"" + 0.058*""soon"" + 0.053*""govt"" + 0.046*""black"" + 0.041*""australia"" + 0.040*""stand"" + 0.040*""farm"" + 0.034*""work"" + 0.032*""here""'), (11, '0.112*""virus"" + 0.087*""dose"" + 0.071*""second"" + 0.055*""days"" + 0.046*""weeks"" + 0.038*""immunity"" + 0.036*""jab"" + 0.028*""news"" + 0.025*""variants"" + 0.023*""pfizer""'), (12, '0.106*""pfizer"" + 0.071*""use"" + 0.067*""emergency"" + 0.062*""moderna"" + 0.060*""research"" + 0.059*""americans"" + 0.050*""wrong"" + 0.046*""health"" + 0.031*""months"" + 0.026*""demand""'), (13, '0.228*""available"" + 0.191*""appointments"" + 0.180*""sign"" + 0.178*""cvs"" + 0.043*""center"" + 0.029*""future"" + 0.028*""food"" + 0.016*""science"" + 0.010*""city"" + 0.010*""launches""'), (14, '0.078*""need"" + 0.053*""got"" + 0.047*""know"" + 0.044*""shot"" + 0.039*""sick"" + 0.036*""laws"" + 0.035*""look"" + 0.033*""don"" + 0.027*""think"" + 0.025*""dont""')]"
221,GensimLDA,"{'chunksize': 1000, 'num_topics': 15, 'alpha': 'asymmetric', 'eta': 0.3, 'random_state': 100}",0 days 00:00:18.186027,0.420162713,-5.92203585,"[(0, '0.074*""today"" + 0.054*""age"" + 0.051*""passed"" + 0.050*""now"" + 0.043*""people"" + 0.043*""way"" + 0.042*""group"" + 0.037*""live"" + 0.034*""shortage"" + 0.028*""drive""'), (1, '0.154*""cases"" + 0.109*""total"" + 0.094*""new"" + 0.055*""deaths"" + 0.054*""india"" + 0.050*""death"" + 0.042*""reports"" + 0.039*""recoveries"" + 0.037*""hours"" + 0.036*""active""'), (2, '0.057*""appointment"" + 0.053*""says"" + 0.052*""cdc"" + 0.045*""mass"" + 0.045*""vax"" + 0.044*""outbreak"" + 0.037*""sites"" + 0.033*""hospital"" + 0.033*""russia"" + 0.032*""trump""'), (3, '0.104*""modi"" + 0.061*""tested"" + 0.060*""year"" + 0.059*""mrna"" + 0.048*""right"" + 0.042*""based"" + 0.041*""years"" + 0.038*""past"" + 0.027*""more"" + 0.027*""away""'), (4, '0.264*""near"" + 0.056*""you"" + 0.043*""fake"" + 0.037*""die"" + 0.037*""company"" + 0.036*""medicine"" + 0.035*""wait"" + 0.033*""usa"" + 0.031*""immunity"" + 0.028*""cure""'), (5, '0.153*""india"" + 0.061*""world"" + 0.052*""fight"" + 0.038*""oxygen"" + 0.035*""supply"" + 0.030*""mask"" + 0.029*""astrazeneca"" + 0.028*""latest"" + 0.028*""testing"" + 0.028*""start""'), (6, '0.094*""people"" + 0.070*""fully"" + 0.053*""getting"" + 0.048*""time"" + 0.034*""according"" + 0.030*""day"" + 0.029*""lack"" + 0.029*""government"" + 0.026*""data"" + 0.025*""infection""'), (7, '0.141*""people"" + 0.066*""situation"" + 0.061*""nation"" + 0.046*""johnson"" + 0.035*""dying"" + 0.030*""dead"" + 0.028*""tough"" + 0.027*""country"" + 0.027*""risk"" + 0.027*""county""'), (8, '0.089*""anti"" + 0.076*""doctor"" + 0.064*""centre"" + 0.056*""dies"" + 0.043*""kenyan"" + 0.043*""says"" + 0.041*""school"" + 0.040*""hospitals"" + 0.038*""stephen"" + 0.037*""karanja""'), (9, '0.133*""doses"" + 0.083*""state"" + 0.070*""million"" + 0.064*""administered"" + 0.035*""received"" + 0.028*""april"" + 0.025*""said"" + 0.025*""saturday"" + 0.025*""adults"" + 0.020*""book""'), (10, '0.065*""times"" + 0.061*""going"" + 0.058*""soon"" + 0.053*""govt"" + 0.046*""black"" + 0.041*""australia"" + 0.040*""stand"" + 0.040*""farm"" + 0.034*""work"" + 0.032*""here""'), (11, '0.112*""virus"" + 0.087*""dose"" + 0.071*""second"" + 0.055*""days"" + 0.046*""weeks"" + 0.038*""immunity"" + 0.036*""jab"" + 0.028*""news"" + 0.025*""variants"" + 0.023*""pfizer""'), (12, '0.106*""pfizer"" + 0.071*""use"" + 0.067*""emergency"" + 0.062*""moderna"" + 0.060*""research"" + 0.059*""americans"" + 0.050*""wrong"" + 0.046*""health"" + 0.031*""months"" + 0.026*""demand""'), (13, '0.228*""available"" + 0.191*""appointments"" + 0.180*""sign"" + 0.178*""cvs"" + 0.043*""center"" + 0.029*""future"" + 0.028*""food"" + 0.016*""science"" + 0.010*""city"" + 0.010*""launches""'), (14, '0.078*""need"" + 0.053*""got"" + 0.047*""know"" + 0.044*""shot"" + 0.039*""sick"" + 0.036*""laws"" + 0.035*""look"" + 0.033*""don"" + 0.027*""think"" + 0.025*""dont""')]"
222,GensimLDA,"{'chunksize': 1000, 'num_topics': 15, 'alpha': 'asymmetric', 'eta': 0.6, 'random_state': 100}",0 days 00:00:18.290015,0.420162713,-5.92203585,"[(0, '0.074*""today"" + 0.054*""age"" + 0.051*""passed"" + 0.050*""now"" + 0.043*""people"" + 0.043*""way"" + 0.042*""group"" + 0.037*""live"" + 0.034*""shortage"" + 0.028*""drive""'), (1, '0.154*""cases"" + 0.109*""total"" + 0.094*""new"" + 0.055*""deaths"" + 0.054*""india"" + 0.050*""death"" + 0.042*""reports"" + 0.039*""recoveries"" + 0.037*""hours"" + 0.036*""active""'), (2, '0.057*""appointment"" + 0.053*""says"" + 0.052*""cdc"" + 0.045*""mass"" + 0.045*""vax"" + 0.044*""outbreak"" + 0.037*""sites"" + 0.033*""hospital"" + 0.033*""russia"" + 0.032*""trump""'), (3, '0.104*""modi"" + 0.061*""tested"" + 0.060*""year"" + 0.059*""mrna"" + 0.048*""right"" + 0.042*""based"" + 0.041*""years"" + 0.038*""past"" + 0.027*""more"" + 0.027*""away""'), (4, '0.264*""near"" + 0.056*""you"" + 0.043*""fake"" + 0.037*""die"" + 0.037*""company"" + 0.036*""medicine"" + 0.035*""wait"" + 0.033*""usa"" + 0.031*""immunity"" + 0.028*""cure""'), (5, '0.153*""india"" + 0.061*""world"" + 0.052*""fight"" + 0.038*""oxygen"" + 0.035*""supply"" + 0.030*""mask"" + 0.029*""astrazeneca"" + 0.028*""latest"" + 0.028*""testing"" + 0.028*""start""'), (6, '0.094*""people"" + 0.070*""fully"" + 0.053*""getting"" + 0.048*""time"" + 0.034*""according"" + 0.030*""day"" + 0.029*""lack"" + 0.029*""government"" + 0.026*""data"" + 0.025*""infection""'), (7, '0.141*""people"" + 0.066*""situation"" + 0.061*""nation"" + 0.046*""johnson"" + 0.035*""dying"" + 0.030*""dead"" + 0.028*""tough"" + 0.027*""country"" + 0.027*""risk"" + 0.027*""county""'), (8, '0.089*""anti"" + 0.076*""doctor"" + 0.064*""centre"" + 0.056*""dies"" + 0.043*""kenyan"" + 0.043*""says"" + 0.041*""school"" + 0.040*""hospitals"" + 0.038*""stephen"" + 0.037*""karanja""'), (9, '0.133*""doses"" + 0.083*""state"" + 0.070*""million"" + 0.064*""administered"" + 0.035*""received"" + 0.028*""april"" + 0.025*""said"" + 0.025*""saturday"" + 0.025*""adults"" + 0.020*""book""'), (10, '0.065*""times"" + 0.061*""going"" + 0.058*""soon"" + 0.053*""govt"" + 0.046*""black"" + 0.041*""australia"" + 0.040*""stand"" + 0.040*""farm"" + 0.034*""work"" + 0.032*""here""'), (11, '0.112*""virus"" + 0.087*""dose"" + 0.071*""second"" + 0.055*""days"" + 0.046*""weeks"" + 0.038*""immunity"" + 0.036*""jab"" + 0.028*""news"" + 0.025*""variants"" + 0.023*""pfizer""'), (12, '0.106*""pfizer"" + 0.071*""use"" + 0.067*""emergency"" + 0.062*""moderna"" + 0.060*""research"" + 0.059*""americans"" + 0.050*""wrong"" + 0.046*""health"" + 0.031*""months"" + 0.026*""demand""'), (13, '0.228*""available"" + 0.191*""appointments"" + 0.180*""sign"" + 0.178*""cvs"" + 0.043*""center"" + 0.029*""future"" + 0.028*""food"" + 0.016*""science"" + 0.010*""city"" + 0.010*""launches""'), (14, '0.078*""need"" + 0.053*""got"" + 0.047*""know"" + 0.044*""shot"" + 0.039*""sick"" + 0.036*""laws"" + 0.035*""look"" + 0.033*""don"" + 0.027*""think"" + 0.025*""dont""')]"
223,GensimLDA,"{'chunksize': 1000, 'num_topics': 15, 'alpha': 'asymmetric', 'eta': 0.9, 'random_state': 100}",0 days 00:00:17.923852,0.420162713,-5.92203585,"[(0, '0.074*""today"" + 0.054*""age"" + 0.051*""passed"" + 0.050*""now"" + 0.043*""people"" + 0.043*""way"" + 0.042*""group"" + 0.037*""live"" + 0.034*""shortage"" + 0.028*""drive""'), (1, '0.154*""cases"" + 0.109*""total"" + 0.094*""new"" + 0.055*""deaths"" + 0.054*""india"" + 0.050*""death"" + 0.042*""reports"" + 0.039*""recoveries"" + 0.037*""hours"" + 0.036*""active""'), (2, '0.057*""appointment"" + 0.053*""says"" + 0.052*""cdc"" + 0.045*""mass"" + 0.045*""vax"" + 0.044*""outbreak"" + 0.037*""sites"" + 0.033*""hospital"" + 0.033*""russia"" + 0.032*""trump""'), (3, '0.104*""modi"" + 0.061*""tested"" + 0.060*""year"" + 0.059*""mrna"" + 0.048*""right"" + 0.042*""based"" + 0.041*""years"" + 0.038*""past"" + 0.027*""more"" + 0.027*""away""'), (4, '0.264*""near"" + 0.056*""you"" + 0.043*""fake"" + 0.037*""die"" + 0.037*""company"" + 0.036*""medicine"" + 0.035*""wait"" + 0.033*""usa"" + 0.031*""immunity"" + 0.028*""cure""'), (5, '0.153*""india"" + 0.061*""world"" + 0.052*""fight"" + 0.038*""oxygen"" + 0.035*""supply"" + 0.030*""mask"" + 0.029*""astrazeneca"" + 0.028*""latest"" + 0.028*""testing"" + 0.028*""start""'), (6, '0.094*""people"" + 0.070*""fully"" + 0.053*""getting"" + 0.048*""time"" + 0.034*""according"" + 0.030*""day"" + 0.029*""lack"" + 0.029*""government"" + 0.026*""data"" + 0.025*""infection""'), (7, '0.141*""people"" + 0.066*""situation"" + 0.061*""nation"" + 0.046*""johnson"" + 0.035*""dying"" + 0.030*""dead"" + 0.028*""tough"" + 0.027*""country"" + 0.027*""risk"" + 0.027*""county""'), (8, '0.089*""anti"" + 0.076*""doctor"" + 0.064*""centre"" + 0.056*""dies"" + 0.043*""kenyan"" + 0.043*""says"" + 0.041*""school"" + 0.040*""hospitals"" + 0.038*""stephen"" + 0.037*""karanja""'), (9, '0.133*""doses"" + 0.083*""state"" + 0.070*""million"" + 0.064*""administered"" + 0.035*""received"" + 0.028*""april"" + 0.025*""said"" + 0.025*""saturday"" + 0.025*""adults"" + 0.020*""book""'), (10, '0.065*""times"" + 0.061*""going"" + 0.058*""soon"" + 0.053*""govt"" + 0.046*""black"" + 0.041*""australia"" + 0.040*""stand"" + 0.040*""farm"" + 0.034*""work"" + 0.032*""here""'), (11, '0.112*""virus"" + 0.087*""dose"" + 0.071*""second"" + 0.055*""days"" + 0.046*""weeks"" + 0.038*""immunity"" + 0.036*""jab"" + 0.028*""news"" + 0.025*""variants"" + 0.023*""pfizer""'), (12, '0.106*""pfizer"" + 0.071*""use"" + 0.067*""emergency"" + 0.062*""moderna"" + 0.060*""research"" + 0.059*""americans"" + 0.050*""wrong"" + 0.046*""health"" + 0.031*""months"" + 0.026*""demand""'), (13, '0.228*""available"" + 0.191*""appointments"" + 0.180*""sign"" + 0.178*""cvs"" + 0.043*""center"" + 0.029*""future"" + 0.028*""food"" + 0.016*""science"" + 0.010*""city"" + 0.010*""launches""'), (14, '0.078*""need"" + 0.053*""got"" + 0.047*""know"" + 0.044*""shot"" + 0.039*""sick"" + 0.036*""laws"" + 0.035*""look"" + 0.033*""don"" + 0.027*""think"" + 0.025*""dont""')]"
224,GensimLDA,"{'chunksize': 1000, 'num_topics': 15, 'alpha': 'asymmetric', 'eta': 'symmetric', 'random_state': 100}",0 days 00:00:17.907264,0.420162713,-5.92203585,"[(0, '0.074*""today"" + 0.054*""age"" + 0.051*""passed"" + 0.050*""now"" + 0.043*""people"" + 0.043*""way"" + 0.042*""group"" + 0.037*""live"" + 0.034*""shortage"" + 0.028*""drive""'), (1, '0.154*""cases"" + 0.109*""total"" + 0.094*""new"" + 0.055*""deaths"" + 0.054*""india"" + 0.050*""death"" + 0.042*""reports"" + 0.039*""recoveries"" + 0.037*""hours"" + 0.036*""active""'), (2, '0.057*""appointment"" + 0.053*""says"" + 0.052*""cdc"" + 0.045*""mass"" + 0.045*""vax"" + 0.044*""outbreak"" + 0.037*""sites"" + 0.033*""hospital"" + 0.033*""russia"" + 0.032*""trump""'), (3, '0.104*""modi"" + 0.061*""tested"" + 0.060*""year"" + 0.059*""mrna"" + 0.048*""right"" + 0.042*""based"" + 0.041*""years"" + 0.038*""past"" + 0.027*""more"" + 0.027*""away""'), (4, '0.264*""near"" + 0.056*""you"" + 0.043*""fake"" + 0.037*""die"" + 0.037*""company"" + 0.036*""medicine"" + 0.035*""wait"" + 0.033*""usa"" + 0.031*""immunity"" + 0.028*""cure""'), (5, '0.153*""india"" + 0.061*""world"" + 0.052*""fight"" + 0.038*""oxygen"" + 0.035*""supply"" + 0.030*""mask"" + 0.029*""astrazeneca"" + 0.028*""latest"" + 0.028*""testing"" + 0.028*""start""'), (6, '0.094*""people"" + 0.070*""fully"" + 0.053*""getting"" + 0.048*""time"" + 0.034*""according"" + 0.030*""day"" + 0.029*""lack"" + 0.029*""government"" + 0.026*""data"" + 0.025*""infection""'), (7, '0.141*""people"" + 0.066*""situation"" + 0.061*""nation"" + 0.046*""johnson"" + 0.035*""dying"" + 0.030*""dead"" + 0.028*""tough"" + 0.027*""country"" + 0.027*""risk"" + 0.027*""county""'), (8, '0.089*""anti"" + 0.076*""doctor"" + 0.064*""centre"" + 0.056*""dies"" + 0.043*""kenyan"" + 0.043*""says"" + 0.041*""school"" + 0.040*""hospitals"" + 0.038*""stephen"" + 0.037*""karanja""'), (9, '0.133*""doses"" + 0.083*""state"" + 0.070*""million"" + 0.064*""administered"" + 0.035*""received"" + 0.028*""april"" + 0.025*""said"" + 0.025*""saturday"" + 0.025*""adults"" + 0.020*""book""'), (10, '0.065*""times"" + 0.061*""going"" + 0.058*""soon"" + 0.053*""govt"" + 0.046*""black"" + 0.041*""australia"" + 0.040*""stand"" + 0.040*""farm"" + 0.034*""work"" + 0.032*""here""'), (11, '0.112*""virus"" + 0.087*""dose"" + 0.071*""second"" + 0.055*""days"" + 0.046*""weeks"" + 0.038*""immunity"" + 0.036*""jab"" + 0.028*""news"" + 0.025*""variants"" + 0.023*""pfizer""'), (12, '0.106*""pfizer"" + 0.071*""use"" + 0.067*""emergency"" + 0.062*""moderna"" + 0.060*""research"" + 0.059*""americans"" + 0.050*""wrong"" + 0.046*""health"" + 0.031*""months"" + 0.026*""demand""'), (13, '0.228*""available"" + 0.191*""appointments"" + 0.180*""sign"" + 0.178*""cvs"" + 0.043*""center"" + 0.029*""future"" + 0.028*""food"" + 0.016*""science"" + 0.010*""city"" + 0.010*""launches""'), (14, '0.078*""need"" + 0.053*""got"" + 0.047*""know"" + 0.044*""shot"" + 0.039*""sick"" + 0.036*""laws"" + 0.035*""look"" + 0.033*""don"" + 0.027*""think"" + 0.025*""dont""')]"
250,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.1, 'eta': 0.1, 'random_state': 100}",0 days 00:00:19.733493,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
251,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.1, 'eta': 0.3, 'random_state': 100}",0 days 00:00:19.614365,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
252,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.1, 'eta': 0.6, 'random_state': 100}",0 days 00:00:19.222697,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
253,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.1, 'eta': 0.9, 'random_state': 100}",0 days 00:00:19.314442,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
254,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.1, 'eta': 'symmetric', 'random_state': 100}",0 days 00:00:19.317850,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
255,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.3, 'eta': 0.1, 'random_state': 100}",0 days 00:00:19.229431,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
256,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.3, 'eta': 0.3, 'random_state': 100}",0 days 00:00:19.255174,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
257,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.3, 'eta': 0.6, 'random_state': 100}",0 days 00:00:19.087163,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
258,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.3, 'eta': 0.9, 'random_state': 100}",0 days 00:00:19.120891,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
259,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.3, 'eta': 'symmetric', 'random_state': 100}",0 days 00:00:19.284752,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
260,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.6, 'eta': 0.1, 'random_state': 100}",0 days 00:00:19.164481,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
261,GensimLDA,"{'chunksize': 2000, 'num_topics': 3, 'alpha': 0.6, 'eta': 0.3, 'random_state': 100}",0 days 00:00:19.254130,0.409641911,-5.837295855,"[(0, '0.115*""available"" + 0.099*""appointments"" + 0.094*""near"" + 0.093*""sign"" + 0.092*""cvs"" + 0.021*""use"" + 0.017*""moderna"" + 0.017*""emergency"" + 0.015*""age"" + 0.013*""americans""'), (1, '0.033*""people"" + 0.020*""india"" + 0.017*""new"" + 0.016*""cases"" + 0.014*""doses"" + 0.012*""health"" + 0.010*""fully"" + 0.009*""dose"" + 0.008*""virus"" + 0.008*""pfizer""'), (2, '0.025*""immunity"" + 0.024*""india"" + 0.020*""fake"" + 0.019*""wait"" + 0.019*""appointment"" + 0.019*""you"" + 0.018*""usa"" + 0.016*""company"" + 0.016*""medicine"" + 0.015*""die""')]"
